scope,period,period_start,period_end,eligible_trip_count,total_route_distance_m,controlled_access_share,arterial_share,local_access_share,major_corridor_roads,motorway_share,trunk_share,primary_share,secondary_share,tertiary_share,residential_share,service_share,unclassified_share,other_share,origin_cluster_id,origin_label,destination_cluster_id,destination_label,pair_total_eligible_trips,pair_observed_months
major_direct_od_pair,early,2021-09,2022-07,10,17807.36957392413,0.0,0.0030961704469513202,0.9969038295530486,"[{'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Northwest 39th Avenue'}, {'road_class': 'residential', 'road_name': 'Antigua Circle'}]",0.0,0.0,0.0,0.0030961704469513202,0.0,0.9196370876752151,0.07726674187783346,0.0,0.0,C001,"Wynmoor area, Coconut Creek",C009,Medical Suites by LOFTUS medical-office area,30.0,22.0
major_direct_od_pair,middle,2022-08,2023-08,12,22564.167802394157,0.0,0.014660762646927483,0.9853392373530725,"[{'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}, {'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Northwest 39th Avenue'}]",0.0,0.0,0.0,0.014660762646927483,0.0,0.9437060517720841,0.041633185580988344,0.0,0.0,C001,"Wynmoor area, Coconut Creek",C009,Medical Suites by LOFTUS medical-office area,30.0,22.0
major_direct_od_pair,late,2023-09,2024-06,8,13980.468750372447,0.0,0.0236621471270433,0.9763378528729566,"[{'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}, {'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Northwest 39th Avenue'}]",0.0,0.0,0.0,0.0236621471270433,0.0,0.9360948863886686,0.040242966484288135,0.0,0.0,C001,"Wynmoor area, Coconut Creek",C009,Medical Suites by LOFTUS medical-office area,30.0,22.0
major_direct_od_pair,early,2021-09,2022-07,4,13269.18067243823,0.0,0.7695342086466017,0.2304657913533984,"[{'road_class': 'secondary', 'road_name': 'West Copans Road'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.289459811881396,0.4800743967652057,0.0,0.2173359278136302,0.013129863539768177,0.0,0.0,C010,Broward County,C001,"Wynmoor area, Coconut Creek",28.0,14.0
major_direct_od_pair,middle,2022-08,2023-08,10,32854.80087672043,0.0,0.7431484248116498,0.2568515751883501,"[{'road_class': 'secondary', 'road_name': 'West Copans Road'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.29249882214756084,0.45064960266408893,0.0,0.23570833926938833,0.02114323591896182,0.0,0.0,C010,Broward County,C001,"Wynmoor area, Coconut Creek",28.0,14.0
major_direct_od_pair,late,2023-09,2024-06,14,47112.74491268078,0.0,0.7439760756323206,0.2560239243676795,"[{'road_class': 'secondary', 'road_name': 'West Copans Road'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.29659423156468,0.44738184406764053,0.0,0.2287116568385686,0.02731226752911092,0.0,0.0,C010,Broward County,C001,"Wynmoor area, Coconut Creek",28.0,14.0
major_direct_od_pair,early,2021-09,2022-07,8,14660.698743578478,0.0,0.602746927833054,0.397253072166946,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Northwest 39th Avenue'}]",0.0,0.0,0.025557751329155404,0.5771891765038987,0.0,0.17239566593409777,0.22485740623284828,0.0,0.0,C003,Wynmoor community destination near Cafe on the Green,C002,Coconut Creek Plaza short-stop area,24.0,17.0
major_direct_od_pair,middle,2022-08,2023-08,9,14986.958291123125,0.0,0.6572638873729568,0.3427361126270432,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}]",0.0,0.0,0.022115933378312726,0.6351479539946442,0.0,0.17571496418968652,0.16702114843735663,0.0,0.0,C003,Wynmoor community destination near Cafe on the Green,C002,Coconut Creek Plaza short-stop area,24.0,17.0
major_direct_od_pair,late,2023-09,2024-06,7,12226.844074204126,0.0,0.6756175473819963,0.3243824526180037,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Wynmoor Drive'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}]",0.0,0.0,0.0,0.6756175473819963,0.0,0.14073460724480313,0.18364784537320053,0.0,0.0,C003,Wynmoor community destination near Cafe on the Green,C002,Coconut Creek Plaza short-stop area,24.0,17.0
major_direct_od_pair,early,2021-09,2022-07,8,10471.61954109535,0.0,0.7266990893258748,0.2733009106741253,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}]",0.0,0.0,0.0,0.7266990893258748,0.0,0.0,0.2733009106741253,0.0,0.0,C002,Coconut Creek Plaza short-stop area,C004,Multi-tenant commercial area near Coconut Creek Parkway,23.0,16.0
major_direct_od_pair,middle,2022-08,2023-08,4,5489.686691446235,0.0,0.6645151566809359,0.3354848433190641,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}]",0.0,0.0,0.0,0.6645151566809359,0.0,0.0,0.3354848433190641,0.0,0.0,C002,Coconut Creek Plaza short-stop area,C004,Multi-tenant commercial area near Coconut Creek Parkway,23.0,16.0
major_direct_od_pair,late,2023-09,2024-06,11,13776.86080251552,0.0,0.7628472096670583,0.2371527903329417,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}]",0.0,0.0,0.0,0.7628472096670583,0.0,0.0,0.2371527903329417,0.0,0.0,C002,Coconut Creek Plaza short-stop area,C004,Multi-tenant commercial area near Coconut Creek Parkway,23.0,16.0
major_direct_od_pair,early,2021-09,2022-07,5,12148.176473452484,0.0,0.6063819316921856,0.39361806830781443,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.26580728220572336,0.3405746494864622,0.0,0.27299795326020876,0.12062011504760572,0.0,0.0,C008,Mobil,C001,"Wynmoor area, Coconut Creek",22.0,16.0
major_direct_od_pair,middle,2022-08,2023-08,12,26992.17572951884,0.0,0.6560659862820873,0.34393401371791255,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.30823365398421926,0.3461261269007651,0.0017062053971030142,0.3130251196340861,0.03090889408382649,0.0,0.0,C008,Mobil,C001,"Wynmoor area, Coconut Creek",22.0,16.0
major_direct_od_pair,late,2023-09,2024-06,5,12315.642477890095,0.0,0.6007320554163689,0.3992679445836311,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'primary', 'road_name': 'Lyons Road'}, {'road_class': 'residential', 'road_name': 'Wynmoor Circle'}, {'road_class': 'residential', 'road_name': 'Westgate Drive'}, {'road_class': 'residential', 'road_name': 'Portofino Isle'}]",0.0,0.0,0.26103178053181925,0.3397002748845496,0.0,0.29004922819629403,0.10921871638733702,0.0,0.0,C008,Mobil,C001,"Wynmoor area, Coconut Creek",22.0,16.0
major_direct_od_pair,early,2021-09,2022-07,10,7294.266388588467,0.0,0.6432244413810169,0.35677555861898325,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}]",0.0,0.0,0.0,0.6432244413810169,0.0,0.0,0.35677555861898325,0.0,0.0,C004,Multi-tenant commercial area near Coconut Creek Parkway,C008,Mobil,19.0,14.0
major_direct_od_pair,middle,2022-08,2023-08,3,2226.644476300812,0.0,0.593387282456012,0.406612717543988,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}, {'road_class': 'residential', 'road_name': 'Lakeside Drive'}]",0.0,0.0,0.0,0.593387282456012,0.0,0.004787877510124571,0.4018248400338634,0.0,0.0,C004,Multi-tenant commercial area near Coconut Creek Parkway,C008,Mobil,19.0,14.0
major_direct_od_pair,late,2023-09,2024-06,6,4742.666063701878,0.0,0.5910366907169552,0.4089633092830448,"[{'road_class': 'secondary', 'road_name': 'Coconut Creek Parkway'}]",0.0,0.0,0.0,0.5910366907169552,0.0,0.0,0.4089633092830448,0.0,0.0,C004,Multi-tenant commercial area near Coconut Creek Parkway,C008,Mobil,19.0,14.0
